"","gbifID","species","decimalLatitude","decimalLongitude","elevation"
"1",4018451480,"Rubus nivalis",48.630467,-122.390525,377
"2",3988623669,"Rubus nivalis",48.032892,-123.419084,591
"3",3985775993,"Rubus nivalis",43.64643,-122.659692,654
"4",3985692071,"Rubus nivalis",43.647226,-122.663534,663
"5",3968371429,"Rubus nivalis",44.2333,-122.175,761
"6",3968371368,"Rubus nivalis",44.2333,-122.175,884
"7",3961466571,"Rubus nivalis",45.70395,-123.343972,367
"8",3961450508,"Rubus nivalis",47.82848,-123.04428,770
"9",3961446602,"Rubus nivalis",46.392108,-121.989778,722
"10",3961410348,"Rubus nivalis",43.017567,-122.720733,847
"11",3961390532,"Rubus nivalis",44.499817,-123.568908,747
"12",3961371510,"Rubus nivalis",43.764763,-122.632554,1331
"13",3961332644,"Rubus nivalis",46.729615,-121.802964,1149
"14",3961246534,"Rubus nivalis",48.033567,-123.445847,843
"15",3961245419,"Rubus nivalis",43.764747,-122.632622,1331
"16",3961244519,"Rubus nivalis",48.031345,-123.4365,739
"17",3961215514,"Rubus nivalis",44.226677,-122.126107,1000
"18",3961145238,"Rubus nivalis",47.488802,-121.688036,415
"19",3961135331,"Rubus nivalis",47.614444,-123.163889,590
"20",3961134467,"Rubus nivalis",44.49947,-123.567933,733
"21",3961114458,"Rubus nivalis",47.020867,-123.096642,394
"22",3961023584,"Rubus nivalis",49.431228,-123.527038,510
"23",3961015521,"Rubus nivalis",43.823333,-122.724563,750
"24",3960991461,"Rubus nivalis",47.022531,-123.095847,380
"25",3960986446,"Rubus nivalis",46.964867,-123.156272,622
"26",3947503759,"Rubus nivalis",44.243375,-122.168006,1074
"27",3925451114,"Rubus nivalis",44.23242,-122.159403,737
"28",3925145919,"Rubus nivalis",44.232254,-122.161602,743
"29",3923675728,"Rubus nivalis",49.838266,-125.618484,234
"30",3923557533,"Rubus nivalis",44.23318,-122.176176,756
"31",3915528366,"Rubus nivalis",43.649942,-122.652572,782
"32",3915470570,"Rubus nivalis",49.531581,-125.551217,502
"33",3915455599,"Rubus nivalis",49.772897,-125.621835,228
"34",3915360553,"Rubus nivalis",49.579148,-125.614642,656
"35",3915309588,"Rubus nivalis",49.575794,-125.612892,363
"36",3915286470,"Rubus nivalis",49.532238,-125.551123,499
"37",3915277539,"Rubus nivalis",48.632359,-122.393981,464
"38",3915266438,"Rubus nivalis",49.576014,-125.612411,395
"39",3912107465,"Rubus nivalis",48.632984,-122.403894,598
"40",3912080300,"Rubus nivalis",47.622475,-123.158128,547
"41",3912073482,"Rubus nivalis",48.630539,-122.390952,398
"42",3902423912,"Rubus nivalis",49.570031,-125.629394,408
"43",3892366435,"Rubus nivalis",49.322724,-122.838145,395
"44",3892314444,"Rubus nivalis",49.322758,-122.83812,414
"45",3888999528,"Rubus nivalis",48.035947,-123.434097,669
"46",3888804484,"Rubus nivalis",48.034233,-123.444947,831
"47",3888768607,"Rubus nivalis",48.040039,-123.434813,598
"48",3888714475,"Rubus nivalis",48.032281,-123.435678,714
"49",3873882795,"Rubus nivalis",48.03572,-123.43425,669
"50",3873635040,"Rubus nivalis",49.850216,-125.787848,344
"51",3873520867,"Rubus nivalis",49.772945,-125.621767,228
"52",3859854047,"Rubus nivalis",46.42563,-121.847595,615
"53",3859016468,"Rubus nivalis",49.541975,-125.554805,308
"54",3820733466,"Rubus nivalis",42.11,-123.3117,2117
"55",3820722375,"Rubus nivalis",44.773313,-122.069254,716
"56",3820708820,"Rubus nivalis",44.025,-123.045057,202
"57",3820706471,"Rubus nivalis",43.71,-122.2878,646
"58",3820699153,"Rubus nivalis",42.10397,-123.39633,1373
"59",3820665717,"Rubus nivalis",46.0892,-122.9347,13
"60",3820659912,"Rubus nivalis",43.21972,-122.84445,610
"61",3820647633,"Rubus nivalis",42.0983,-123.40763,1524
"62",3820592135,"Rubus nivalis",44.79278,-121.97905,1068
"63",3820567886,"Rubus nivalis",45.7544,-122.8764,19
"64",3820559416,"Rubus nivalis",42.17556,-123.84574,766
"65",3820533515,"Rubus nivalis",43.616137,-122.281092,990
"66",3820522289,"Rubus nivalis",42.0768,-122.7069,1956
"67",3802819461,"Rubus nivalis",49.73487,-125.592831,280
"68",3772904380,"Rubus nivalis",46.74986,-121.890708,704
"69",3760122672,"Rubus nivalis",44.231738,-122.162228,750
"70",3712551198,"Rubus nivalis",47.684874,-123.064976,232
"71",3499651637,"Rubus nivalis",50.128467,-117.554489,810
"72",3468951808,"Rubus nivalis",43.799655,-122.628128,577
"73",3457024686,"Rubus nivalis",47.683,-123.063033,231
"74",3415407254,"Rubus nivalis",48.05288,-123.505352,298
"75",3408243416,"Rubus nivalis",47.682861,-123.063156,231
"76",3408243375,"Rubus nivalis",47.608272,-123.159206,454
"77",3408103547,"Rubus nivalis",46.544378,-121.5996,750
"78",3408036508,"Rubus nivalis",49.288575,-122.518197,506
"79",3408033476,"Rubus nivalis",49.288764,-122.518233,506
"80",3408024493,"Rubus nivalis",49.288717,-122.518228,506
"81",3408012500,"Rubus nivalis",49.288578,-122.518197,506
"82",3407989491,"Rubus nivalis",49.288689,-122.518258,506
"83",3407985391,"Rubus nivalis",47.682863,-123.062928,231
"84",3407916110,"Rubus nivalis",42.124143,-123.337444,1395
"85",3355251815,"Rubus nivalis",49.431308,-123.527153,510
"86",3338103121,"Rubus nivalis",49.571111,-125.626111,438
"87",3337930512,"Rubus nivalis",49.570553,-125.626739,449
"88",3337813502,"Rubus nivalis",49.570663,-125.625873,438
"89",3337581818,"Rubus nivalis",49.570208,-125.629806,418
"90",3333295703,"Rubus nivalis",43.809022,-122.705733,996
"91",3330864358,"Rubus nivalis",43.489981,-122.261836,875
"92",3330483403,"Rubus nivalis",43.481445,-122.253303,929
"93",3330481119,"Rubus nivalis",48.035894,-123.434118,669
"94",3325484713,"Rubus nivalis",43.832149,-122.33816,1245
"95",3321174444,"Rubus nivalis",44.20393,-122.239457,887
"96",3302262539,"Rubus nivalis",46.774051,-121.879226,824
"97",3097302444,"Rubus nivalis",48.898399,-121.653192,761
"98",3097258440,"Rubus nivalis",48.729551,-121.932781,760
"99",3097061458,"Rubus nivalis",48.722617,-121.92939,987
"100",3090881760,"Rubus nivalis",42.713411,-123.972003,1085
"101",3067788138,"Rubus nivalis",46.737106,-121.563785,582
"102",3031889194,"Rubus nivalis",48.630637,-122.390352,377
"103",3031577228,"Rubus nivalis",48.630839,-122.393648,434
"104",3013864934,"Rubus nivalis",43.80048,-122.707183,1094
"105",3008549483,"Rubus nivalis",49.288781,-122.518228,506
"106",3008425439,"Rubus nivalis",49.95913,-124.381033,577
"107",2992805401,"Rubus nivalis",47.606632,-123.159103,449
"108",2982073144,"Rubus nivalis",42.013953,-123.577965,1280
"109",2982031092,"Rubus nivalis",42.003655,-123.626121,552
"110",2883043397,"Rubus nivalis",42.095997,-123.405517,1334
"111",2826373841,"Rubus nivalis",49.575928,-125.612786,395
"112",2823159942,"Rubus nivalis",49.570325,-125.630097,496
"113",2814321628,"Rubus nivalis",49.575967,-125.612747,395
"114",2641398808,"Rubus nivalis",50.136811,-117.559157,722
"115",2641320052,"Rubus nivalis",44.171275,-121.898959,1140
"116",2626527627,"Rubus nivalis",50.140806,-117.534653,948
"117",2596315822,"Rubus nivalis",48.043683,-123.60167,196
"118",2596311775,"Rubus nivalis",48.037622,-123.602543,251
"119",2596078581,"Rubus nivalis",48.04032,-123.601827,158
"120",2576481244,"Rubus nivalis",47.03361,-121.528653,1191
"121",2456570538,"Rubus nivalis",47.607605,-123.159211,441
"122",2422996760,"Rubus nivalis",50.144167,-117.793056,474
"123",2422867659,"Rubus nivalis",43.663075,-122.692247,515
"124",2422848980,"Rubus nivalis",44.262955,-122.183822,951
"125",2422848777,"Rubus nivalis",47.781558,-123.05174,765
"126",2422841228,"Rubus nivalis",48.631666,-122.391762,404
"127",2422840987,"Rubus nivalis",44.213225,-122.254862,447
"128",2350317174,"Rubus nivalis",46.46487,-121.759659,618
"129",2242984172,"Rubus nivalis",48.721787,-121.928397,1016
"130",2028509718,"Rubus nivalis",49.465072,-123.622222,509
"131",1949630452,"Rubus nivalis",49.583333,-125.566667,500
"132",1949603949,"Rubus nivalis",49.033333,-124.166667,306
"133",1949603802,"Rubus nivalis",49.65,-125.233333,1139
"134",1946347280,"Rubus nivalis",47.087491,-121.449159,865
"135",1913167491,"Rubus nivalis",49.32245,-122.83255,544
"136",1898782973,"Rubus nivalis",47.021064,-121.55745,823
"137",1802645283,"Rubus nivalis",50.118762,-117.50659,708
"138",1802621017,"Rubus nivalis",42.097592,-123.406747,1240
"139",1272083021,"Rubus nivalis",48.037341,-123.429935,557
"140",1265603069,"Rubus nivalis",47.4466,-123.49575,651
"141",1265534248,"Rubus nivalis",45.634291,-123.366406,361
"142",1265531632,"Rubus nivalis",46.73402,-121.8315,782
"143",1065596510,"Rubus nivalis",46.73383,-121.8382,768
